Solution,Row#,Guesses[Indices]
cobra,5,"atone[1, 0, 1, 0, 0]/gambo[0, 1, 0, 1, 1]/boral[1, 2, 1, 1, 0]/dobra[0, 2, 2, 2, 2]"
quake,5,"media[0, 1, 0, 0, 1]/shake[0, 0, 2, 2, 2]/raake[0, 1, 2, 2, 2]/awake[1, 0, 2, 2, 2]"
fetus,4,"drape[0, 0, 0, 0, 1]/gonef[0, 0, 0, 1, 1]/lefty[0, 2, 1, 1, 0]"
boule,4,"atone[0, 0, 1, 0, 2]/modge[0, 2, 0, 0, 2]/foule[0, 2, 2, 2, 2]"
relay,4,"atone[1, 0, 0, 0, 1]/cream[0, 1, 1, 2, 0]/regal[2, 2, 0, 2, 1]"
sight,6,"trace[1, 0, 0, 0, 0]/punto[0, 0, 0, 1, 0]/zitis[0, 2, 1, 1, 1]/midst[0, 2, 0, 1, 2]/wisht[0, 2, 1, 2, 2]"
tweet,4,"arise[0, 0, 0, 0, 1]/duped[0, 0, 0, 2, 0]/woken[1, 0, 0, 2, 0]"
gavel,5,"roast[0, 0, 1, 0, 0]/aggag[1, 1, 1, 1, 1]/kanga[0, 2, 0, 1, 1]/cagey[0, 2, 1, 2, 0]"
ghost,3,"arise[0, 0, 0, 2, 0]/lossy[0, 1, 1, 2, 0]"
grill,7,"salet[0, 0, 1, 0, 0]/limby[1, 1, 0, 0, 0]/whirl[0, 0, 2, 1, 2]/frill[0, 2, 2, 2, 2]/krill[0, 2, 2, 2, 2]/drill[0, 2, 2, 2, 2]"
clank,5,"paint[0, 1, 0, 2, 0]/gland[0, 2, 2, 2, 0]/blank[0, 2, 2, 2, 2]/flank[0, 2, 2, 2, 2]"
dingy,4,"alone[0, 0, 0, 1, 0]/incus[1, 1, 0, 0, 0]/bindi[0, 2, 2, 1, 1]"
giver,4,"snare[0, 0, 0, 1, 1]/greed[2, 1, 1, 2, 0]/gomer[2, 0, 0, 2, 2]"
stalk,4,"alone[1, 1, 0, 0, 0]/scald[2, 0, 2, 2, 0]/shall[2, 0, 2, 2, 1]"
banal,4,"trace[0, 0, 1, 0, 0]/gamma[0, 2, 0, 0, 1]/basal[2, 2, 0, 2, 2]"
crick,4,"prowl[0, 2, 0, 0, 0]/creed[2, 2, 0, 0, 0]/crits[2, 2, 2, 0, 0]"
plush,4,"react[0, 0, 0, 0, 0]/swung[1, 0, 2, 0, 0]/phubs[2, 1, 2, 0, 1]"
sheet,3,"later[0, 0, 1, 2, 0]/nonet[0, 0, 0, 2, 2]"
brawl,5,"crate[0, 2, 2, 0, 0]/frags[0, 2, 2, 0, 0]/prawn[0, 2, 2, 2, 0]/wrawl[1, 2, 2, 2, 2]"
borne,5,"drape[0, 1, 0, 0, 2]/stire[0, 0, 0, 1, 2]/revue[1, 1, 0, 0, 2]/forme[0, 2, 2, 0, 2]"
video,4,"react[0, 1, 0, 0, 0]/dines[1, 2, 0, 2, 0]/bided[0, 2, 2, 2, 1]"
mayor,4,"tears[0, 0, 1, 1, 0]/quran[0, 0, 1, 1, 0]/archi[1, 1, 0, 0, 0]"
boast,5,"slate[1, 0, 2, 1, 0]/tians[1, 0, 2, 0, 1]/coast[0, 2, 2, 2, 2]/roast[0, 2, 2, 2, 2]"
creep,6,"snare[0, 0, 0, 1, 1]/ourey[0, 0, 1, 2, 0]/meter[0, 1, 0, 2, 1]/freed[0, 2, 2, 2, 0]/creek[2, 2, 2, 2, 0]"
raspy,5,"alone[1, 0, 0, 0, 0]/sakis[1, 2, 0, 0, 1]/dawds[0, 2, 0, 0, 1]/bagsy[0, 2, 0, 1, 2]"
briny,4,"drape[0, 2, 0, 0, 0]/froth[0, 2, 0, 0, 0]/krunk[0, 2, 0, 2, 0]"
fever,6,"react[1, 2, 0, 0, 0]/nerfs[0, 2, 1, 1, 0]/defer[0, 2, 1, 2, 2]/feyer[2, 2, 0, 2, 2]/fewer[2, 2, 0, 2, 2]"
lucid,4,"sauce[0, 0, 1, 1, 0]/coqui[1, 0, 0, 1, 1]/ludic[2, 2, 1, 2, 1]"
essay,5,"crate[0, 0, 1, 0, 1]/daven[0, 1, 0, 1, 0]/zoeal[0, 0, 1, 2, 0]/ekkas[2, 0, 0, 2, 1]"
aptly,4,"reast[0, 0, 1, 0, 1]/watch[0, 1, 2, 0, 0]/litai[1, 0, 2, 1, 0]"
teddy,4,"roast[0, 0, 0, 0, 1]/dutch[1, 0, 1, 0, 0]/tepid[2, 2, 0, 0, 1]"
filer,6,"atone[0, 0, 0, 0, 1]/fiber[2, 2, 0, 2, 2]/firer[2, 2, 1, 2, 2]/fifer[2, 2, 1, 2, 2]/fixer[2, 2, 0, 2, 2]"
cabby,5,"media[0, 0, 0, 0, 1]/scrag[0, 1, 0, 1, 0]/chawk[2, 0, 1, 0, 0]/capot[2, 2, 0, 0, 0]"
index,4,"adieu[0, 1, 1, 2, 0]/diver[1, 1, 0, 2, 0]/indew[2, 2, 2, 2, 0]"
lipid,4,"adieu[0, 1, 1, 0, 0]/pipid[1, 2, 2, 2, 2]/dipso[1, 2, 2, 0, 0]"
butch,4,"trace[1, 0, 0, 2, 0]/gitch[0, 0, 2, 2, 2]/hutch[1, 2, 2, 2, 2]"
inert,4,"salet[0, 0, 0, 1, 2]/educt[1, 0, 0, 0, 2]/repot[1, 1, 0, 0, 2]"
lobby,4,"sauce[0, 0, 0, 0, 0]/brink[1, 0, 0, 0, 0]/globy[0, 1, 1, 2, 2]"
loamy,4,"snare[0, 0, 2, 0, 0]/playa[0, 1, 2, 1, 1]/myall[1, 1, 2, 1, 1]"
lying,7,"paint[0, 0, 2, 2, 0]/shine[0, 0, 2, 2, 0]/bring[0, 0, 2, 2, 2]/owing[0, 0, 2, 2, 2]/vying[0, 2, 2, 2, 2]/dying[0, 2, 2, 2, 2]"
scrub,4,"crane[1, 1, 0, 0, 0]/lyric[0, 0, 2, 0, 1]/scrum[2, 2, 2, 2, 0]"
seize,5,"cream[0, 0, 1, 0, 0]/vygie[0, 0, 0, 1, 2]/snide[2, 0, 2, 0, 2]/spike[2, 0, 2, 0, 2]"
chess,5,"slate[1, 0, 0, 0, 1]/perms[0, 1, 0, 0, 2]/bines[0, 0, 0, 1, 2]/chefs[2, 2, 2, 0, 2]"
stale,4,"crate[0, 0, 2, 1, 2]/stade[2, 2, 2, 0, 2]/stake[2, 2, 2, 0, 2]"
junto,4,"prowl[0, 0, 1, 0, 0]/monde[0, 1, 2, 0, 0]/bingo[0, 0, 2, 0, 2]"
guava,4,"cream[0, 0, 0, 1, 0]/flail[0, 0, 2, 0, 0]/quass[0, 2, 2, 0, 0]"
grand,2,"salet[0, 1, 0, 0, 0]"
abide,3,"alone[2, 0, 0, 0, 2]/afire[2, 0, 2, 0, 2]"
skimp,5,"worse[0, 0, 0, 1, 0]/saman[2, 0, 1, 0, 0]/stimy[2, 0, 2, 2, 0]/skims[2, 2, 2, 2, 1]"
azure,4,"reast[1, 1, 1, 0, 0]/lager[0, 1, 0, 1, 1]/aruhe[2, 1, 2, 0, 2]"
going,5,"prowl[0, 0, 1, 0, 0]/ogmic[1, 1, 0, 1, 0]/gigot[2, 1, 1, 1, 0]/guido[2, 0, 2, 0, 1]"
papal,4,"cream[0, 0, 0, 2, 0]/vakas[0, 2, 0, 2, 0]/papas[2, 2, 2, 2, 0]"
valor,6,"adieu[1, 0, 0, 0, 0]/gammy[0, 2, 0, 0, 0]/parks[0, 2, 1, 0, 0]/rajah[1, 2, 0, 1, 0]/tabor[0, 2, 0, 2, 2]"
steak,5,"sired[2, 0, 0, 1, 0]/soole[2, 0, 0, 0, 1]/seths[2, 1, 1, 0, 1]/scent[2, 0, 2, 0, 1]"
smote,4,"anime[0, 0, 0, 1, 2]/musse[1, 0, 1, 1, 2]/shmoe[2, 0, 1, 1, 2]"
title,4,"salet[0, 0, 1, 1, 1]/lethe[1, 1, 2, 0, 2]/ettle[1, 1, 2, 2, 2]"
blink,5,"drape[0, 0, 0, 0, 0]/tunny[0, 0, 1, 2, 0]/swing[0, 0, 2, 2, 0]/blini[2, 2, 2, 2, 1]"
sonar,4,"prowl[0, 1, 1, 0, 0]/courb[0, 2, 0, 1, 0]/dorsa[0, 2, 1, 1, 1]"
brace,2,"crane[1, 2, 2, 0, 2]"
udder,6,"worse[0, 0, 1, 0, 1]/titer[0, 0, 0, 2, 2]/paler[0, 0, 0, 2, 2]/queer[0, 1, 1, 2, 2]/under[2, 0, 2, 2, 2]"
titan,3,"irate[1, 0, 1, 1, 0]/tikia[2, 2, 0, 1, 1]"
uncut,5,"worse[0, 0, 0, 0, 0]/haugh[0, 0, 1, 0, 0]/jumpy[0, 1, 0, 0, 0]/until[2, 2, 1, 0, 0]"
snowy,4,"trace[0, 0, 0, 0, 0]/boyly[0, 1, 1, 0, 2]/phony[0, 0, 2, 1, 2]"
fraud,4,"adieu[1, 1, 0, 0, 1]/maund[0, 1, 1, 0, 2]/scaud[0, 0, 2, 2, 2]"
start,4,"irate[0, 1, 2, 1, 0]/roast[1, 0, 2, 1, 2]/smart[2, 0, 2, 2, 2]"
inbox,5,"arise[0, 0, 1, 0, 0]/lotic[0, 1, 0, 1, 0]/gippo[0, 1, 0, 0, 1]/indow[2, 2, 0, 2, 0]"
third,4,"cream[0, 1, 0, 0, 0]/pours[0, 0, 0, 2, 0]/whirr[0, 2, 2, 2, 1]"
anger,6,"adieu[2, 0, 0, 2, 0]/axles[2, 0, 0, 2, 0]/abbey[2, 0, 0, 2, 0]/atter[2, 0, 0, 2, 2]/agger[2, 1, 2, 2, 2]"
dandy,5,"sired[0, 0, 0, 0, 1]/oddly[0, 1, 1, 0, 2]/dumky[2, 0, 0, 0, 2]/danny[2, 2, 2, 1, 2]"
watch,4,"slate[0, 0, 1, 1, 0]/vivat[0, 0, 0, 1, 1]/tabor[1, 2, 0, 0, 0]"
dolly,6,"trace[0, 0, 0, 0, 0]/lowns[1, 2, 0, 0, 0]/folio[0, 2, 2, 0, 1]/golly[0, 2, 2, 2, 2]/jolly[0, 2, 2, 2, 2]"
rayon,3,"roast[2, 1, 1, 0, 0]/razor[2, 2, 0, 2, 1]"
front,4,"tears[1, 0, 0, 1, 0]/orbit[1, 2, 0, 0, 2]/crout[0, 2, 2, 0, 2]"
freer,6,"tears[0, 1, 0, 1, 0]/riven[1, 0, 0, 2, 0]/corer[0, 0, 1, 2, 2]/bluer[0, 0, 0, 2, 2]/pryer[0, 2, 0, 2, 2]"
datum,5,"salet[0, 2, 0, 0, 1]/nanty[0, 2, 0, 1, 0]/jatha[0, 2, 2, 0, 1]/ratoo[0, 2, 2, 0, 0]"
throw,4,"paint[0, 0, 0, 0, 1]/stogs[0, 1, 1, 0, 0]/botty[0, 1, 1, 1, 0]"
clerk,6,"adieu[0, 0, 0, 1, 0]/hotte[0, 0, 0, 0, 1]/mells[0, 1, 1, 1, 0]/gleby[0, 2, 2, 0, 0]/fleck[0, 2, 2, 1, 2]"
shake,4,"about[1, 0, 0, 0, 0]/pleas[0, 0, 1, 1, 1]/saver[2, 1, 0, 1, 0]"
magma,5,"react[0, 0, 1, 0, 0]/algas[1, 0, 2, 1, 0]/yugas[0, 0, 2, 1, 0]/wagon[0, 2, 2, 0, 0]"
owner,5,"react[1, 1, 0, 0, 0]/poser[0, 1, 0, 2, 2]/order[2, 1, 0, 2, 2]/offer[2, 0, 0, 2, 2]"
segue,4,"salet[2, 0, 0, 1, 0]/shone[2, 0, 0, 0, 2]/spire[2, 0, 0, 0, 2]"
tenet,4,"prowl[0, 0, 0, 0, 0]/feist[0, 2, 0, 0, 2]/begat[0, 2, 0, 0, 2]"
round,4,"crane[0, 1, 0, 2, 0]/horny[0, 2, 1, 2, 0]/roins[2, 2, 0, 2, 0]"
saner,3,"sauce[2, 2, 0, 0, 1]/safer[2, 2, 0, 2, 2]"
slash,4,"sauce[2, 1, 0, 0, 0]/shaky[2, 1, 2, 0, 0]/swath[2, 0, 2, 0, 2]"
husky,5,"alone[0, 0, 0, 0, 0]/rifts[0, 0, 0, 0, 1]/busky[0, 2, 2, 2, 2]/dusky[0, 2, 2, 2, 2]"
ember,7,"later[0, 0, 0, 2, 2]/roger[1, 0, 0, 2, 2]/speer[0, 0, 1, 2, 2]/wrier[0, 1, 0, 2, 2]/ceder[0, 1, 0, 2, 2]/buyer[1, 0, 0, 2, 2]"
squad,4,"trace[0, 0, 1, 0, 0]/agons[1, 0, 0, 0, 1]/daisy[1, 1, 0, 1, 0]"
reach,2,"react[2, 2, 2, 2, 0]"
repay,4,"reast[2, 2, 1, 0, 0]/redan[2, 2, 0, 2, 0]/recap[2, 2, 0, 2, 1]"
break,2,"crane[0, 2, 1, 0, 1]"
tangy,3,"atone[1, 1, 0, 1, 0]/tansy[2, 2, 2, 0, 2]"
snort,4,"sauce[2, 0, 0, 0, 0]/sight[2, 0, 0, 0, 2]/snoot[2, 2, 2, 1, 2]"
glyph,4,"media[0, 0, 0, 0, 0]/knout[0, 0, 0, 0, 0]/wryly[0, 0, 2, 1, 1]"
shard,2,"tears[0, 0, 2, 2, 1]"
skunk,4,"atone[0, 0, 0, 2, 0]/crunk[0, 0, 2, 2, 2]/slunk[2, 0, 2, 2, 2]"
notch,6,"salet[0, 0, 0, 0, 1]/trugo[1, 0, 0, 0, 1]/pooty[0, 2, 1, 1, 0]/motif[0, 2, 2, 0, 0]/botch[0, 2, 2, 2, 2]"
scare,2,"arise[1, 1, 0, 1, 2]"
posit,4,"drape[0, 0, 0, 1, 0]/tipis[1, 1, 1, 2, 1]/split[1, 1, 0, 2, 2]"
trait,5,"react[1, 0, 2, 0, 2]/wrapt[0, 2, 2, 0, 2]/draft[0, 2, 2, 0, 2]/trant[2, 2, 2, 0, 2]"
itchy,4,"reast[0, 0, 0, 0, 1]/tunic[1, 0, 0, 1, 1]/hitch[1, 1, 1, 1, 1]"
begun,4,"salet[0, 0, 0, 1, 0]/inure[0, 1, 1, 0, 1]/pendu[0, 2, 1, 0, 1]"
canoe,5,"crate[2, 0, 1, 0, 2]/calve[2, 2, 0, 0, 2]/cache[2, 2, 1, 0, 2]/cause[2, 2, 0, 0, 2]"
feast,3,"reast[0, 2, 2, 2, 2]/beast[0, 2, 2, 2, 2]"
beget,5,"drape[0, 0, 0, 0, 1]/ebbet[1, 1, 1, 2, 2]/tubes[1, 0, 1, 2, 0]/betel[2, 2, 1, 2, 0]"
scarf,4,"trace[0, 1, 2, 1, 0]/czars[1, 0, 2, 2, 1]/scary[2, 2, 2, 2, 0]"
decoy,4,"tears[0, 2, 0, 0, 0]/genny[0, 2, 0, 0, 2]/debby[2, 2, 0, 0, 2]"
twine,4,"drape[0, 0, 0, 0, 2]/sycee[0, 0, 0, 1, 2]/tenge[2, 1, 1, 0, 2]"
outer,6,"media[0, 1, 0, 0, 0]/sorex[0, 1, 1, 2, 0]/ocher[2, 0, 0, 2, 2]/offer[2, 0, 0, 2, 2]/owner[2, 0, 0, 2, 2]"
blitz,3,"atone[0, 1, 0, 0, 0]/rusts[0, 0, 0, 2, 0]"
giant,6,"sauce[0, 1, 0, 0, 0]/mogar[0, 0, 1, 1, 0]/bhang[0, 0, 2, 2, 1]/ngana[1, 1, 2, 2, 1]/gland[2, 0, 2, 2, 0]"
scare,6,"roast[1, 0, 2, 1, 0]/mbars[0, 0, 2, 2, 1]/sharn[2, 0, 2, 2, 0]/spare[2, 0, 2, 2, 2]/seare[2, 1, 2, 2, 2]"
comet,5,"atone[0, 1, 1, 0, 1]/retox[0, 1, 1, 1, 0]/boets[0, 2, 1, 1, 0]/covet[2, 2, 0, 2, 2]"
cabal,4,"roast[0, 0, 1, 0, 0]/wadge[0, 2, 0, 0, 0]/caman[2, 2, 0, 2, 0]"
these,4,"about[0, 0, 0, 0, 1]/netts[0, 1, 1, 1, 1]/style[1, 1, 0, 0, 2]"
undid,5,"cream[0, 0, 0, 0, 0]/sowfs[0, 0, 0, 0, 0]/ginny[0, 1, 1, 1, 0]/putin[0, 1, 0, 2, 1]"
slope,4,"roast[0, 1, 0, 1, 0]/sloyd[2, 2, 2, 0, 0]/slops[2, 2, 2, 2, 1]"
slant,4,"irate[0, 0, 2, 1, 0]/goaft[0, 0, 2, 0, 2]/blast[0, 2, 2, 1, 2]"
droop,5,"snare[0, 0, 0, 1, 0]/primo[1, 2, 0, 0, 1]/croup[0, 2, 2, 0, 2]/troop[0, 2, 2, 2, 2]"
river,5,"atone[0, 0, 0, 0, 1]/duels[0, 0, 1, 0, 0]/bever[0, 1, 2, 2, 2]/giver[0, 2, 2, 2, 2]"
outdo,3,"adieu[0, 1, 0, 0, 1]/could[0, 1, 1, 0, 1]"
golem,6,"crane[0, 0, 0, 0, 1]/hided[0, 0, 0, 2, 0]/skeet[0, 0, 1, 2, 0]/jebel[0, 1, 0, 2, 1]/moley[1, 2, 2, 2, 0]"
straw,4,"slate[2, 0, 1, 1, 0]/stria[2, 2, 2, 0, 1]/strap[2, 2, 2, 2, 0]"
wring,6,"crate[0, 2, 0, 0, 0]/droll[0, 2, 0, 0, 0]/urubu[0, 2, 0, 0, 0]/grigs[1, 2, 2, 1, 0]/frigs[0, 2, 2, 1, 0]"
paper,5,"media[0, 1, 0, 0, 1]/plate[2, 0, 1, 0, 1]/panes[2, 2, 0, 2, 0]/payer[2, 2, 0, 2, 2]"
along,5,"arise[2, 0, 0, 0, 0]/amaut[2, 0, 1, 0, 0]/aflap[2, 0, 1, 1, 0]/anglo[2, 1, 1, 1, 1]"
women,6,"sauce[0, 0, 0, 0, 1]/hoied[0, 2, 0, 2, 0]/rower[0, 2, 1, 2, 0]/woven[2, 2, 0, 2, 2]/woken[2, 2, 0, 2, 2]"
outdo,5,"prowl[0, 0, 1, 0, 0]/kokas[0, 1, 0, 0, 0]/tenno[1, 0, 0, 0, 2]/outgo[2, 2, 2, 0, 2]"
owing,3,"alone[0, 0, 1, 2, 0]/horns[0, 1, 0, 2, 0]"
strap,5,"sired[2, 0, 2, 0, 0]/sorry[2, 0, 2, 1, 0]/scrub[2, 0, 2, 0, 0]/straw[2, 2, 2, 2, 0]"
wafer,5,"crate[0, 1, 1, 0, 1]/ranes[1, 2, 0, 2, 0]/eager[1, 2, 0, 2, 2]/waver[2, 2, 0, 2, 2]"
havoc,4,"reast[0, 0, 1, 0, 0]/macho[0, 2, 1, 1, 1]/cahow[1, 2, 1, 2, 0]"
plane,2,"alone[1, 2, 0, 2, 2]"
wider,5,"crane[0, 1, 0, 0, 1]/power[0, 0, 1, 2, 2]/weber[2, 1, 0, 2, 2]/wirer[2, 2, 1, 2, 2]"
kiosk,3,"arise[0, 0, 1, 2, 0]/mimsy[0, 2, 0, 2, 0]"
friar,5,"crane[0, 2, 1, 0, 0]/aryls[1, 2, 0, 0, 0]/urupa[0, 2, 0, 0, 1]/troak[0, 2, 0, 2, 0]"
donut,5,"worse[0, 2, 0, 0, 0]/booai[0, 2, 1, 0, 0]/jotty[0, 2, 1, 1, 0]/month[0, 2, 2, 1, 0]"
elbow,4,"about[0, 1, 1, 0, 0]/dorbs[0, 1, 0, 1, 0]/bebop[1, 1, 2, 2, 0]"
puppy,4,"crane[0, 0, 0, 0, 0]/bliss[0, 0, 0, 0, 0]/oomph[0, 0, 0, 2, 0]"
email,3,"cream[0, 0, 1, 1, 1]/mavie[1, 1, 0, 2, 1]"
amity,3,"arise[2, 0, 2, 0, 0]/atigi[2, 1, 2, 0, 1]"
while,5,"atone[0, 0, 0, 0, 2]/jirre[0, 1, 0, 0, 2]/guide[0, 0, 2, 0, 2]/weize[2, 1, 2, 0, 2]"
along,3,"adieu[2, 0, 0, 0, 0]/anglo[2, 1, 1, 1, 1]"
blunt,3,"arise[0, 0, 0, 0, 0]/plumb[0, 2, 2, 0, 1]"
taboo,4,"cream[0, 0, 0, 1, 0]/tangy[2, 2, 0, 0, 0]/taata[2, 2, 1, 1, 1]"
demon,4,"drape[2, 0, 0, 0, 1]/dozed[2, 1, 0, 1, 1]/decoy[2, 2, 0, 2, 0]"
enact,2,"crane[1, 0, 2, 1, 1]"
crane,6,"arise[1, 2, 0, 0, 2]/trade[0, 2, 2, 0, 2]/graze[0, 2, 2, 0, 2]/brace[0, 2, 2, 1, 2]/crave[2, 2, 2, 0, 2]"
phony,3,"irate[0, 0, 0, 0, 0]/chook[0, 2, 2, 1, 0]"
wrath,2,"crate[0, 2, 2, 2, 0]"
naval,5,"irate[0, 0, 1, 0, 0]/zupas[0, 0, 0, 2, 0]/dogan[0, 0, 0, 2, 1]/canal[0, 2, 1, 2, 2]"
bongo,5,"anime[0, 1, 0, 0, 0]/ponto[0, 2, 2, 0, 2]/condo[0, 2, 2, 0, 2]/bonus[2, 2, 2, 0, 0]"
woven,5,"drape[0, 0, 0, 0, 1]/yules[0, 0, 0, 2, 0]/token[0, 2, 0, 2, 2]/women[2, 2, 0, 2, 2]"
thick,5,"worse[0, 0, 0, 0, 0]/undid[0, 0, 0, 1, 0]/aliya[0, 0, 2, 0, 0]/chick[1, 2, 2, 2, 2]"
dodgy,5,"anime[0, 0, 0, 0, 0]/vrouw[0, 0, 1, 0, 0]/gyppo[1, 1, 0, 0, 1]/dogly[2, 2, 1, 0, 2]"
drawn,4,"adieu[1, 1, 0, 0, 0]/drams[2, 2, 2, 0, 0]/draff[2, 2, 2, 0, 0]"
apnea,5,"prowl[1, 0, 0, 0, 0]/scamp[0, 0, 1, 0, 1]/yappy[0, 1, 1, 1, 0]/ephah[1, 2, 0, 1, 0]"
fizzy,6,"paint[0, 0, 1, 0, 0]/bided[0, 2, 0, 0, 0]/sills[0, 2, 0, 0, 0]/mimic[0, 2, 0, 1, 0]/vizor[0, 2, 2, 0, 0]"
trick,3,"slate[0, 0, 0, 1, 0]/tight[2, 1, 0, 0, 1]"
olive,4,"react[0, 1, 0, 0, 0]/nosey[0, 1, 0, 1, 0]/epode[1, 0, 1, 0, 2]"
abhor,5,"salet[0, 1, 0, 0, 0]/poopa[0, 1, 1, 0, 1]/orixa[1, 1, 0, 0, 1]/adorn[2, 0, 1, 1, 0]"
livid,5,"irate[1, 0, 0, 0, 0]/dying[1, 0, 1, 0, 0]/solid[0, 0, 1, 2, 2]/fluid[0, 1, 0, 2, 2]"
artsy,4,"crane[0, 2, 1, 0, 0]/trial[1, 2, 0, 1, 0]/pruta[0, 2, 0, 1, 1]"
elbow,4,"cream[0, 0, 1, 0, 0]/toque[0, 1, 0, 0, 1]/enjoy[2, 0, 0, 2, 0]"
godly,3,"prowl[0, 0, 1, 0, 1]/lofts[1, 2, 0, 0, 0]"
matey,5,"irate[0, 0, 1, 1, 1]/tepas[1, 1, 0, 1, 0]/facet[0, 2, 0, 2, 1]/lated[0, 2, 2, 2, 0]"
valid,5,"react[0, 0, 1, 0, 0]/faggy[0, 2, 0, 0, 0]/jalop[0, 2, 2, 0, 0]/salad[0, 2, 2, 1, 2]"
gayly,5,"crane[0, 0, 1, 0, 0]/samas[0, 2, 0, 1, 0]/kaugh[0, 2, 0, 1, 0]/galia[2, 2, 1, 0, 1]"
cedar,4,"atone[1, 0, 0, 0, 1]/bekah[0, 2, 0, 2, 0]/decay[1, 2, 1, 2, 0]"
spawn,3,"drape[0, 0, 2, 1, 0]/spank[2, 2, 2, 1, 0]"
using,4,"crate[0, 0, 0, 0, 0]/vughs[0, 1, 1, 0, 1]/swung[1, 0, 1, 2, 2]"
alarm,3,"cream[0, 1, 0, 1, 2]/larum[1, 1, 1, 0, 2]"
antic,5,"crate[1, 0, 1, 1, 0]/patch[0, 1, 2, 1, 0]/octal[0, 1, 2, 1, 0]/attic[2, 1, 2, 2, 2]"
untie,4,"sauce[0, 0, 1, 0, 2]/lumme[0, 1, 0, 0, 2]/urine[2, 0, 1, 1, 2]"
stead,5,"salet[2, 1, 0, 1, 1]/stear[2, 2, 2, 2, 0]/steam[2, 2, 2, 2, 0]/steak[2, 2, 2, 2, 0]"
pizza,5,"alone[1, 0, 0, 0, 0]/hapax[0, 1, 1, 1, 0]/pyats[2, 0, 1, 0, 0]/pirai[2, 2, 0, 1, 1]"
cruel,5,"worse[0, 0, 1, 0, 1]/veery[0, 1, 1, 1, 0]/yrent[0, 2, 1, 0, 0]/urger[1, 2, 0, 2, 1]"
shade,5,"trace[0, 0, 2, 0, 2]/amaze[1, 0, 2, 0, 2]/evade[1, 0, 2, 2, 2]/glade[0, 0, 2, 2, 2]"
bench,4,"sauce[0, 0, 0, 2, 1]/erick[1, 0, 0, 2, 0]/hench[1, 2, 2, 2, 2]"
email,4,"sired[0, 1, 0, 1, 0]/eking[2, 0, 1, 0, 0]/elchi[2, 1, 0, 0, 1]"
rinse,4,"paint[0, 0, 1, 1, 0]/noshi[1, 0, 1, 0, 1]/minds[0, 2, 2, 0, 1]"
prone,3,"alone[0, 0, 2, 2, 2]/crone[0, 2, 2, 2, 2]"
foray,6,"react[1, 0, 1, 0, 0]/yarra[1, 1, 2, 1, 1]/hyrax[0, 1, 2, 2, 0]/array[1, 1, 2, 2, 2]/spray[0, 0, 2, 2, 2]"
spank,5,"salet[2, 1, 0, 0, 0]/snaky[2, 1, 2, 1, 0]/shank[2, 0, 2, 2, 2]/skank[2, 1, 2, 2, 2]"
natal,3,"slate[0, 1, 1, 1, 0]/atilt[1, 1, 0, 1, 1]"
timer,5,"about[0, 0, 0, 0, 1]/thirl[2, 0, 1, 1, 0]/tiger[2, 2, 0, 2, 2]/titer[2, 2, 1, 2, 2]"
frond,4,"worse[0, 1, 1, 0, 0]/fromm[2, 2, 2, 0, 0]/front[2, 2, 2, 2, 0]"
groom,6,"react[1, 0, 0, 0, 0]/lurks[0, 0, 1, 0, 0]/frown[0, 2, 2, 0, 0]/proxy[0, 2, 2, 0, 0]/brood[0, 2, 2, 2, 0]"
manor,7,"worse[0, 1, 1, 0, 0]/abord[1, 0, 1, 1, 0]/gator[0, 2, 0, 2, 2]/razor[1, 2, 0, 2, 2]/payor[0, 2, 0, 2, 2]/favor[0, 2, 0, 2, 2]"
youth,4,"sauce[0, 0, 2, 0, 0]/nould[0, 2, 2, 0, 0]/mouth[0, 2, 2, 2, 2]"
sleet,4,"roast[0, 0, 0, 1, 2]/sheet[2, 0, 2, 2, 2]/sweet[2, 0, 2, 2, 2]"
midst,4,"drape[1, 0, 0, 0, 0]/blind[0, 0, 1, 0, 1]/mudif[2, 0, 2, 1, 0]"
plied,6,"anime[0, 0, 2, 0, 1]/brier[0, 0, 2, 2, 0]/quiet[0, 0, 2, 2, 0]/chief[0, 0, 2, 2, 0]/spied[0, 1, 2, 2, 2]"
paste,7,"atone[1, 1, 0, 0, 2]/slate[1, 0, 1, 2, 2]/caste[0, 2, 2, 2, 2]/waste[0, 2, 2, 2, 2]/haste[0, 2, 2, 2, 2]/taste[1, 2, 2, 2, 2]"
medal,4,"irate[0, 0, 1, 0, 1]/pecan[0, 2, 0, 2, 0]/debag[1, 2, 0, 2, 0]"
march,6,"drape[0, 1, 1, 0, 0]/rojak[1, 0, 0, 1, 0]/wirra[0, 0, 2, 1, 1]/carby[1, 2, 2, 0, 0]/marcs[2, 2, 2, 2, 0]"
rhino,4,"slate[0, 0, 0, 0, 0]/fuzzy[0, 0, 0, 0, 0]/porch[0, 1, 1, 0, 1]"
share,3,"worse[0, 0, 1, 1, 2]/sacre[2, 1, 0, 2, 2]"
heave,5,"slate[0, 0, 2, 0, 2]/apage[1, 0, 2, 0, 2]/craze[0, 0, 2, 0, 2]/inane[0, 0, 2, 0, 2]"
delay,5,"anime[1, 0, 0, 0, 1]/sweat[0, 0, 1, 2, 0]/belah[0, 2, 2, 2, 0]/relax[0, 2, 2, 2, 0]"
smack,5,"alone[1, 0, 0, 0, 0]/mappy[1, 1, 0, 0, 0]/dwaum[0, 0, 2, 0, 1]/crams[1, 0, 2, 1, 1]"
