Solution,Row#,Guesses
spoil,3,"reast[0, 0, 0, 1, 0]/soily[2, 1, 1, 1, 0]/spoil[2, 2, 2, 2, 2]"
bunny,3,"arise[0, 0, 0, 0, 0]/buxom[2, 2, 0, 0, 0]/bunny[2, 2, 2, 2, 2]"
aptly,5,"media[0, 0, 0, 0, 1]/banks[0, 1, 0, 0, 0]/arroz[2, 0, 0, 0, 0]/apply[2, 2, 1, 2, 2]/aptly[2, 2, 2, 2, 2]"
lodge,4,"alone[0, 1, 1, 0, 2]/lovie[2, 2, 0, 0, 2]/louse[2, 2, 0, 0, 2]/lodge[2, 2, 2, 2, 2]"
amend,4,"media[1, 1, 1, 0, 1]/damme[1, 1, 1, 1, 1]/adeem[2, 1, 2, 1, 1]/amend[2, 2, 2, 2, 2]"
draft,5,"later[0, 1, 1, 0, 1]/track[1, 2, 2, 0, 0]/yrapt[0, 2, 2, 0, 2]/grant[0, 2, 2, 0, 2]/draft[2, 2, 2, 2, 2]"
minty,4,"alone[0, 0, 0, 1, 0]/sinky[0, 2, 2, 0, 2]/mingy[2, 2, 2, 0, 2]/minty[2, 2, 2, 2, 2]"
cubic,4,"later[0, 0, 0, 0, 0]/dongs[0, 0, 0, 0, 0]/chich[2, 0, 1, 1, 0]/cubic[2, 2, 2, 2, 2]"
quake,6,"paint[0, 1, 0, 0, 0]/chola[0, 0, 0, 0, 1]/evade[1, 0, 2, 0, 2]/aware[1, 0, 2, 0, 2]/usage[1, 0, 2, 0, 2]/quake[2, 2, 2, 2, 2]"
deuce,6,"slate[0, 0, 0, 0, 2]/jirre[0, 0, 0, 0, 2]/nuque[0, 1, 0, 1, 2]/pogue[0, 0, 0, 1, 2]/educe[1, 1, 2, 2, 2]/deuce[2, 2, 2, 2, 2]"
gripe,4,"sired[0, 1, 1, 1, 0]/urine[0, 2, 2, 0, 2]/prize[1, 2, 2, 0, 2]/gripe[2, 2, 2, 2, 2]"
polar,6,"sauce[0, 1, 0, 0, 0]/grand[0, 1, 1, 0, 0]/rotta[1, 2, 0, 0, 1]/boral[0, 2, 1, 2, 1]/molar[0, 2, 2, 2, 2]/polar[2, 2, 2, 2, 2]"
bezel,5,"paint[0, 0, 0, 0, 0]/derry[0, 2, 0, 0, 0]/hello[0, 2, 1, 1, 0]/lemel[1, 2, 0, 2, 2]/bezel[2, 2, 2, 2, 2]"
strip,3,"arise[0, 1, 1, 1, 0]/tirls[1, 1, 2, 0, 1]/strip[2, 2, 2, 2, 2]"
hussy,4,"worse[0, 0, 0, 2, 0]/quasi[0, 2, 0, 2, 0]/fussy[0, 2, 2, 2, 2]/hussy[2, 2, 2, 2, 2]"
tweak,4,"later[0, 1, 1, 1, 0]/teats[2, 1, 1, 1, 0]/theca[2, 0, 2, 0, 1]/tweak[2, 2, 2, 2, 2]"
mummy,5,"drape[0, 0, 0, 0, 0]/junto[0, 2, 0, 0, 0]/bulls[0, 2, 0, 0, 0]/mucky[2, 2, 0, 0, 2]/mummy[2, 2, 2, 2, 2]"
bagel,4,"adieu[1, 0, 0, 2, 0]/wager[0, 2, 2, 2, 0]/cagey[0, 2, 2, 2, 0]/bagel[2, 2, 2, 2, 2]"
splat,4,"tears[1, 0, 1, 0, 1]/ascot[1, 1, 0, 0, 2]/salat[2, 1, 2, 2, 2]/splat[2, 2, 2, 2, 2]"
claim,5,"reast[0, 0, 2, 0, 0]/llano[1, 2, 2, 0, 0]/flaky[0, 2, 2, 0, 0]/alaap[1, 2, 2, 1, 0]/claim[2, 2, 2, 2, 2]"
prank,4,"salet[0, 1, 0, 0, 0]/braky[0, 2, 2, 1, 0]/crank[0, 2, 2, 2, 2]/prank[2, 2, 2, 2, 2]"
croup,4,"salet[0, 0, 0, 0, 0]/purdy[1, 1, 1, 0, 0]/group[0, 2, 2, 2, 2]/croup[2, 2, 2, 2, 2]"
scant,5,"adieu[1, 0, 0, 0, 0]/roary[0, 0, 2, 0, 0]/stall[2, 1, 2, 0, 0]/shaft[2, 0, 2, 0, 2]/scant[2, 2, 2, 2, 2]"
great,3,"irate[0, 2, 1, 1, 1]/arret[1, 2, 1, 1, 2]/great[2, 2, 2, 2, 2]"
muddy,6,"about[0, 0, 0, 1, 0]/fussy[0, 2, 0, 0, 2]/punny[0, 2, 0, 0, 2]/ruggy[0, 2, 0, 0, 2]/dummy[1, 2, 1, 1, 2]/muddy[2, 2, 2, 2, 2]"
dowdy,4,"adieu[0, 1, 0, 0, 0]/brood[0, 0, 1, 1, 1]/doggy[2, 2, 0, 0, 2]/dowdy[2, 2, 2, 2, 2]"
cocoa,5,"irate[0, 0, 1, 0, 0]/hadal[0, 1, 0, 1, 0]/ollas[1, 0, 0, 1, 0]/annoy[1, 0, 0, 2, 0]/cocoa[2, 2, 2, 2, 2]"
screw,4,"cream[1, 1, 1, 0, 0]/relic[1, 1, 0, 0, 1]/force[0, 0, 2, 1, 1]/screw[2, 2, 2, 2, 2]"
burly,4,"sired[0, 0, 2, 0, 0]/larch[1, 0, 2, 0, 0]/murly[0, 2, 2, 2, 2]/burly[2, 2, 2, 2, 2]"
crisp,3,"arise[0, 2, 2, 2, 0]/prism[1, 2, 2, 2, 0]/crisp[2, 2, 2, 2, 2]"
ninth,5,"irate[1, 0, 0, 2, 0]/obits[0, 0, 1, 2, 0]/dhuti[0, 1, 0, 2, 1]/fifth[0, 2, 0, 2, 2]/ninth[2, 2, 2, 2, 2]"
lithe,4,"crate[0, 0, 0, 1, 2]/mtepe[0, 1, 1, 0, 2]/litie[2, 2, 2, 1, 2]/lithe[2, 2, 2, 2, 2]"
safer,4,"prowl[0, 1, 0, 0, 0]/rebbe[1, 1, 0, 0, 1]/stare[2, 0, 1, 1, 1]/safer[2, 2, 2, 2, 2]"
livid,4,"later[2, 0, 0, 0, 0]/loops[2, 0, 0, 0, 0]/lucid[2, 0, 0, 2, 2]/livid[2, 2, 2, 2, 2]"
tapir,2,"later[0, 2, 1, 0, 2]/tapir[2, 2, 2, 2, 2]"
silly,5,"prowl[0, 0, 0, 0, 1]/belit[0, 0, 2, 1, 0]/hilsa[0, 2, 2, 1, 0]/fills[0, 2, 2, 2, 1]/silly[2, 2, 2, 2, 2]"
tread,3,"adieu[1, 1, 0, 1, 0]/plead[0, 0, 2, 2, 2]/tread[2, 2, 2, 2, 2]"
vigor,5,"crate[0, 1, 0, 0, 0]/rully[1, 0, 0, 0, 0]/dhikr[0, 0, 1, 0, 2]/visor[2, 2, 0, 2, 2]/vigor[2, 2, 2, 2, 2]"
blank,5,"anime[1, 1, 0, 0, 0]/sloan[0, 2, 0, 1, 1]/plant[0, 2, 2, 2, 0]/klang[1, 2, 2, 2, 0]/blank[2, 2, 2, 2, 2]"
eking,4,"sired[0, 1, 0, 1, 0]/telia[0, 1, 0, 1, 0]/eying[2, 0, 2, 2, 2]/eking[2, 2, 2, 2, 2]"
abode,4,"snare[0, 0, 1, 0, 2]/haute[0, 1, 0, 0, 2]/bigae[1, 0, 0, 1, 2]/abode[2, 2, 2, 2, 2]"
mania,5,"react[0, 0, 1, 0, 0]/yapok[0, 2, 0, 0, 0]/mamil[2, 2, 1, 2, 0]/mafia[2, 2, 0, 2, 2]/mania[2, 2, 2, 2, 2]"
wield,5,"roast[0, 0, 0, 0, 0]/plumy[0, 1, 0, 0, 0]/ligne[1, 2, 0, 0, 1]/wiled[2, 2, 1, 1, 2]/wield[2, 2, 2, 2, 2]"
waxen,5,"paint[0, 2, 0, 1, 0]/vanda[0, 2, 1, 0, 1]/nabks[1, 2, 0, 0, 0]/wagon[2, 2, 0, 0, 2]/waxen[2, 2, 2, 2, 2]"
thrum,4,"reast[1, 0, 0, 0, 1]/intro[0, 0, 1, 1, 0]/turfy[2, 1, 2, 0, 0]/thrum[2, 2, 2, 2, 2]"
abhor,4,"sired[0, 0, 1, 0, 0]/tromp[0, 1, 1, 0, 0]/gobar[0, 1, 1, 1, 2]/abhor[2, 2, 2, 2, 2]"
vomit,3,"alone[0, 0, 1, 0, 0]/gumbo[0, 0, 2, 0, 1]/vomit[2, 2, 2, 2, 2]"
spray,4,"atone[1, 0, 0, 0, 0]/mauby[0, 1, 0, 0, 2]/kikay[0, 0, 0, 2, 2]/spray[2, 2, 2, 2, 2]"
crave,5,"prowl[0, 2, 0, 0, 0]/areca[1, 2, 1, 1, 1]/crate[2, 2, 2, 0, 2]/crare[2, 2, 2, 1, 2]/crave[2, 2, 2, 2, 2]"
sniff,5,"worse[0, 0, 0, 1, 0]/sagum[2, 0, 0, 0, 0]/synch[2, 0, 1, 0, 0]/snips[2, 2, 2, 0, 1]/sniff[2, 2, 2, 2, 2]"
repel,4,"paint[1, 0, 0, 0, 0]/golpe[0, 0, 1, 1, 1]/spell[0, 1, 1, 1, 2]/repel[2, 2, 2, 2, 2]"
baron,3,"prowl[0, 1, 1, 0, 0]/maron[0, 2, 2, 2, 2]/baron[2, 2, 2, 2, 2]"
hovel,5,"paint[0, 0, 0, 0, 0]/leech[1, 1, 1, 0, 1]/gloze[0, 1, 1, 0, 1]/voled[1, 2, 1, 2, 0]/hovel[2, 2, 2, 2, 2]"
token,5,"sauce[0, 0, 0, 0, 1]/rebel[0, 1, 0, 2, 0]/dizen[0, 0, 0, 2, 2]/woven[0, 2, 0, 2, 2]/token[2, 2, 2, 2, 2]"
other,5,"arise[0, 1, 0, 0, 1]/older[2, 0, 0, 2, 2]/offer[2, 0, 0, 2, 2]/otter[2, 2, 1, 2, 2]/other[2, 2, 2, 2, 2]"
aping,5,"later[0, 1, 0, 0, 0]/assay[2, 0, 0, 1, 0]/amnio[2, 0, 1, 1, 0]/acing[2, 0, 2, 2, 2]/aping[2, 2, 2, 2, 2]"
price,5,"media[0, 1, 0, 1, 0]/yikes[0, 1, 0, 1, 0]/utile[0, 0, 2, 0, 2]/prize[2, 2, 2, 0, 2]/price[2, 2, 2, 2, 2]"
agent,4,"alone[2, 0, 0, 2, 1]/amend[2, 0, 2, 2, 0]/arena[2, 0, 2, 2, 1]/agent[2, 2, 2, 2, 2]"
leach,3,"paint[0, 1, 0, 0, 0]/hears[1, 2, 2, 0, 0]/leach[2, 2, 2, 2, 2]"
slain,4,"adieu[1, 0, 1, 0, 0]/kiack[0, 1, 2, 0, 0]/moais[0, 0, 2, 2, 1]/slain[2, 2, 2, 2, 2]"
wrack,4,"slate[0, 0, 2, 0, 0]/woady[2, 0, 2, 0, 0]/wharf[2, 0, 2, 1, 0]/wrack[2, 2, 2, 2, 2]"
comic,4,"worse[0, 2, 0, 0, 0]/mocky[1, 2, 1, 0, 0]/combi[2, 2, 2, 0, 1]/comic[2, 2, 2, 2, 2]"
arson,5,"atone[2, 0, 1, 1, 0]/amnio[2, 0, 1, 0, 1]/ancon[2, 1, 0, 2, 2]/apron[2, 0, 1, 2, 2]/arson[2, 2, 2, 2, 2]"
diary,4,"slate[0, 0, 2, 0, 0]/agamy[1, 0, 2, 0, 2]/ovary[0, 0, 2, 2, 2]/diary[2, 2, 2, 2, 2]"
toast,4,"media[0, 0, 0, 0, 1]/larns[0, 1, 0, 0, 1]/subah[1, 0, 0, 1, 0]/toast[2, 2, 2, 2, 2]"
epoch,3,"cream[1, 0, 1, 0, 0]/ecole[2, 1, 2, 0, 1]/epoch[2, 2, 2, 2, 2]"
aware,3,"prowl[0, 1, 0, 1, 0]/fewer[0, 1, 1, 1, 1]/aware[2, 2, 2, 2, 2]"
swath,3,"irate[0, 0, 2, 2, 0]/whata[1, 1, 2, 2, 1]/swath[2, 2, 2, 2, 2]"
stool,6,"snare[2, 0, 0, 0, 0]/shuts[2, 0, 0, 1, 1]/stook[2, 2, 2, 2, 0]/stood[2, 2, 2, 2, 0]/stoop[2, 2, 2, 2, 0]/stool[2, 2, 2, 2, 2]"
livid,5,"tears[0, 0, 0, 0, 0]/bonum[0, 0, 0, 0, 0]/click[0, 1, 1, 0, 0]/dilly[1, 2, 1, 1, 0]/livid[2, 2, 2, 2, 2]"
verse,7,"media[0, 2, 0, 0, 0]/neche[0, 2, 0, 0, 2]/bever[0, 2, 1, 1, 1]/verve[2, 2, 2, 1, 2]/verre[2, 2, 2, 1, 2]/verge[2, 2, 2, 0, 2]/verse[2, 2, 2, 2, 2]"
china,3,"crane[2, 0, 1, 2, 0]/canna[2, 1, 1, 2, 2]/china[2, 2, 2, 2, 2]"
optic,3,"roast[0, 1, 0, 0, 1]/piton[1, 1, 2, 1, 0]/optic[2, 2, 2, 2, 2]"
state,4,"about[1, 0, 0, 0, 1]/taira[1, 1, 0, 0, 1]/elate[1, 0, 2, 2, 2]/state[2, 2, 2, 2, 2]"
foist,5,"anime[0, 0, 2, 0, 0]/grist[0, 0, 2, 2, 2]/twist[1, 0, 2, 2, 2]/joist[0, 2, 2, 2, 2]/foist[2, 2, 2, 2, 2]"
owner,4,"alone[0, 0, 1, 1, 1]/often[2, 0, 0, 2, 1]/owned[2, 2, 2, 2, 0]/owner[2, 2, 2, 2, 2]"
tonal,3,"later[1, 1, 1, 0, 0]/volta[0, 2, 1, 1, 1]/tonal[2, 2, 2, 2, 2]"
stray,3,"media[0, 0, 0, 0, 1]/spray[2, 0, 2, 2, 2]/stray[2, 2, 2, 2, 2]"
funky,7,"sired[0, 0, 0, 0, 0]/allan[0, 0, 0, 0, 1]/knock[1, 1, 0, 0, 1]/punky[0, 2, 2, 2, 2]/nunky[1, 2, 2, 2, 2]/hunky[0, 2, 2, 2, 2]/funky[2, 2, 2, 2, 2]"
store,5,"react[1, 1, 0, 0, 1]/threw[1, 0, 1, 1, 0]/stern[2, 2, 1, 2, 0]/styre[2, 2, 0, 2, 2]/store[2, 2, 2, 2, 2]"
input,3,"irate[2, 0, 0, 1, 0]/incut[2, 2, 0, 2, 2]/input[2, 2, 2, 2, 2]"
enact,4,"salet[0, 1, 0, 1, 2]/treat[1, 0, 1, 1, 2]/exact[2, 0, 2, 2, 2]/enact[2, 2, 2, 2, 2]"
pinky,7,"crate[0, 0, 0, 0, 0]/gummi[0, 0, 0, 0, 1]/iodin[1, 0, 0, 1, 1]/winns[0, 2, 2, 1, 0]/vinyl[0, 2, 2, 1, 0]/kinky[1, 2, 2, 2, 2]/pinky[2, 2, 2, 2, 2]"
trice,3,"reast[1, 1, 0, 0, 1]/truce[2, 2, 0, 2, 2]/trice[2, 2, 2, 2, 2]"
lowly,5,"about[0, 0, 1, 0, 0]/koels[0, 2, 0, 2, 0]/hollo[0, 2, 1, 2, 1]/dogly[0, 2, 0, 2, 2]/lowly[2, 2, 2, 2, 2]"
grasp,4,"drape[0, 2, 2, 1, 0]/praty[1, 2, 2, 0, 0]/cramp[0, 2, 2, 0, 2]/grasp[2, 2, 2, 2, 2]"
being,4,"atone[0, 0, 0, 2, 1]/shend[0, 0, 1, 2, 0]/benni[2, 2, 1, 2, 1]/being[2, 2, 2, 2, 2]"
again,2,"crane[0, 0, 2, 1, 0]/again[2, 2, 2, 2, 2]"
snare,5,"arise[1, 1, 0, 1, 2]/share[2, 0, 2, 2, 2]/stare[2, 0, 2, 2, 2]/spare[2, 0, 2, 2, 2]/snare[2, 2, 2, 2, 2]"
canal,7,"reast[0, 0, 1, 0, 0]/bambi[0, 2, 0, 0, 0]/gauch[0, 2, 0, 1, 0]/caddy[2, 2, 0, 0, 0]/canon[2, 2, 2, 0, 1]/canna[2, 2, 2, 1, 1]/canal[2, 2, 2, 2, 2]"
vigor,3,"crate[0, 1, 0, 0, 0]/burgh[0, 0, 1, 1, 0]/vigor[2, 2, 2, 2, 2]"
leash,3,"roast[0, 0, 2, 2, 0]/chasm[0, 1, 2, 2, 0]/leash[2, 2, 2, 2, 2]"
diary,4,"prowl[0, 1, 0, 0, 0]/zikrs[0, 2, 0, 2, 0]/tiara[0, 2, 2, 2, 1]/diary[2, 2, 2, 2, 2]"
clasp,2,"cream[2, 0, 0, 1, 0]/clasp[2, 2, 2, 2, 2]"
adopt,4,"media[0, 0, 1, 0, 1]/goads[0, 1, 1, 1, 0]/adorb[2, 2, 2, 0, 0]/adopt[2, 2, 2, 2, 2]"
lipid,4,"worse[0, 0, 0, 0, 0]/plain[1, 1, 0, 2, 0]/tulip[0, 0, 1, 2, 1]/lipid[2, 2, 2, 2, 2]"
craze,5,"slate[0, 0, 2, 0, 2]/chafe[2, 0, 2, 0, 2]/crave[2, 2, 2, 0, 2]/crane[2, 2, 2, 0, 2]/craze[2, 2, 2, 2, 2]"
great,4,"drape[0, 2, 1, 0, 1]/break[0, 2, 2, 2, 0]/treat[1, 2, 2, 2, 2]/great[2, 2, 2, 2, 2]"
young,4,"tears[0, 0, 0, 0, 0]/hinky[0, 0, 1, 0, 1]/nyung[1, 1, 2, 2, 2]/young[2, 2, 2, 2, 2]"
singe,5,"trace[0, 0, 0, 0, 2]/vouge[0, 0, 0, 2, 2]/henge[0, 1, 2, 2, 2]/binge[0, 2, 2, 2, 2]/singe[2, 2, 2, 2, 2]"
mango,3,"crane[0, 0, 1, 1, 0]/sandy[0, 2, 2, 0, 0]/mango[2, 2, 2, 2, 2]"
shown,4,"paint[0, 0, 0, 1, 0]/nukes[1, 0, 0, 0, 1]/swoon[2, 1, 2, 1, 2]/shown[2, 2, 2, 2, 2]"
cabin,5,"salet[0, 2, 0, 0, 0]/mapou[0, 2, 0, 0, 0]/baffy[1, 2, 0, 0, 0]/rabid[0, 2, 2, 2, 0]/cabin[2, 2, 2, 2, 2]"
elect,4,"tears[1, 1, 0, 0, 0]/gulet[0, 0, 1, 1, 2]/elint[2, 2, 0, 0, 2]/elect[2, 2, 2, 2, 2]"
leave,6,"crate[0, 0, 2, 0, 2]/inane[0, 0, 2, 0, 2]/agaze[1, 0, 2, 0, 2]/shale[0, 0, 2, 1, 2]/flake[0, 1, 2, 0, 2]/leave[2, 2, 2, 2, 2]"
spasm,5,"crane[0, 0, 2, 0, 0]/dyads[0, 0, 2, 0, 1]/smash[2, 1, 2, 2, 0]/shawm[2, 0, 2, 0, 2]/spasm[2, 2, 2, 2, 2]"
mucky,3,"crate[1, 0, 0, 0, 0]/syncs[0, 1, 0, 1, 0]/mucky[2, 2, 2, 2, 2]"
shore,2,"cream[0, 1, 1, 0, 0]/shore[2, 2, 2, 2, 2]"
hyper,4,"atone[0, 0, 0, 0, 1]/hedgy[2, 1, 0, 0, 1]/hypes[2, 2, 2, 2, 0]/hyper[2, 2, 2, 2, 2]"
spire,4,"atone[0, 0, 0, 0, 2]/ylike[0, 0, 2, 0, 2]/pride[1, 1, 2, 0, 2]/spire[2, 2, 2, 2, 2]"
befit,4,"cream[0, 0, 1, 0, 0]/upled[0, 0, 0, 1, 0]/bevvy[2, 2, 0, 0, 0]/befit[2, 2, 2, 2, 2]"
latte,5,"paint[0, 2, 0, 0, 1]/basto[0, 2, 0, 2, 0]/warty[0, 2, 0, 2, 0]/taata[1, 2, 1, 2, 1]/latte[2, 2, 2, 2, 2]"
soggy,3,"tears[0, 0, 0, 0, 1]/sylph[2, 1, 0, 0, 0]/soggy[2, 2, 2, 2, 2]"
flair,3,"crane[0, 1, 2, 0, 0]/glair[0, 2, 2, 2, 2]/flair[2, 2, 2, 2, 2]"
stuck,6,"later[0, 0, 1, 0, 0]/visto[0, 0, 1, 1, 0]/shunt[2, 0, 2, 0, 1]/stumm[2, 2, 2, 0, 0]/stucs[2, 2, 2, 2, 1]/stuck[2, 2, 2, 2, 2]"
outdo,4,"react[0, 0, 0, 0, 1]/ponto[0, 1, 0, 1, 2]/outgo[2, 2, 2, 0, 2]/outdo[2, 2, 2, 2, 2]"
boozy,6,"media[0, 0, 0, 0, 0]/gypsy[0, 1, 0, 0, 2]/nutty[0, 0, 0, 0, 2]/holly[0, 2, 0, 0, 2]/corby[0, 2, 0, 1, 2]/boozy[2, 2, 2, 2, 2]"
eater,9,"drape[0, 1, 1, 0, 1]/abear[1, 0, 1, 1, 2]/gager[0, 2, 0, 2, 2]/lawer[0, 2, 0, 2, 2]/caser[0, 2, 0, 2, 2]/rater[1, 2, 2, 2, 2]/tater[1, 2, 2, 2, 2]/hater[0, 2, 2, 2, 2]/eater[2, 2, 2, 2, 2]"
bacon,4,"react[0, 0, 1, 1, 0]/camps[1, 2, 0, 0, 0]/vacuo[0, 2, 2, 0, 1]/bacon[2, 2, 2, 2, 2]"
antic,4,"sired[0, 1, 0, 0, 0]/lotic[0, 0, 2, 2, 2]/attic[2, 1, 2, 2, 2]/antic[2, 2, 2, 2, 2]"
clock,5,"sired[0, 0, 0, 0, 0]/galut[0, 0, 1, 0, 0]/blown[0, 2, 2, 0, 0]/cloff[2, 2, 2, 0, 0]/clock[2, 2, 2, 2, 2]"
shrew,5,"slate[2, 0, 0, 0, 1]/serrs[2, 1, 2, 1, 1]/siren[2, 0, 2, 2, 0]/screw[2, 0, 2, 2, 2]/shrew[2, 2, 2, 2, 2]"
pause,2,"sauce[1, 2, 2, 0, 2]/pause[2, 2, 2, 2, 2]"
scaly,6,"arise[1, 0, 0, 1, 0]/vatus[0, 1, 0, 0, 1]/swamy[2, 0, 2, 0, 2]/soapy[2, 0, 2, 0, 2]/shady[2, 0, 2, 0, 2]/scaly[2, 2, 2, 2, 2]"
nanny,5,"anime[1, 1, 0, 0, 0]/balun[0, 2, 0, 0, 1]/carns[0, 2, 0, 2, 0]/fanny[0, 2, 2, 2, 2]/nanny[2, 2, 2, 2, 2]"
fauna,5,"anime[1, 1, 0, 0, 0]/banjo[0, 2, 1, 0, 0]/haunt[0, 2, 2, 2, 0]/saunf[0, 2, 2, 2, 1]/fauna[2, 2, 2, 2, 2]"
glide,3,"adieu[0, 1, 2, 1, 0]/reird[0, 1, 2, 0, 1]/glide[2, 2, 2, 2, 2]"
unfed,5,"tears[0, 1, 0, 0, 0]/chyle[0, 0, 0, 0, 1]/wooed[0, 0, 0, 2, 2]/ummed[2, 0, 0, 2, 2]/unfed[2, 2, 2, 2, 2]"
greed,4,"salet[0, 0, 0, 2, 0]/queen[0, 0, 2, 2, 0]/freed[0, 2, 2, 2, 2]/greed[2, 2, 2, 2, 2]"
rival,5,"adieu[1, 0, 1, 0, 0]/bwazi[0, 0, 1, 0, 1]/lilac[1, 2, 1, 2, 0]/vinal[1, 2, 0, 2, 2]/rival[2, 2, 2, 2, 2]"
quack,3,"trace[0, 0, 2, 2, 0]/whack[0, 0, 2, 2, 2]/quack[2, 2, 2, 2, 2]"
chasm,4,"sauce[1, 1, 0, 1, 0]/ascon[1, 1, 1, 0, 0]/clats[2, 0, 2, 0, 1]/chasm[2, 2, 2, 2, 2]"
chard,5,"trace[0, 1, 2, 1, 0]/chars[2, 2, 2, 2, 0]/charm[2, 2, 2, 2, 0]/charr[2, 2, 2, 2, 1]/chard[2, 2, 2, 2, 2]"
mucus,3,"sauce[1, 0, 1, 1, 0]/hucks[0, 2, 2, 0, 2]/mucus[2, 2, 2, 2, 2]"
dimly,3,"sired[0, 2, 0, 0, 1]/divan[2, 2, 0, 0, 0]/dimly[2, 2, 2, 2, 2]"
obese,5,"paint[0, 0, 0, 0, 0]/dreys[0, 0, 2, 0, 1]/swell[1, 0, 2, 0, 0]/geese[0, 1, 2, 2, 2]/obese[2, 2, 2, 2, 2]"
skier,4,"cream[0, 1, 1, 0, 0]/weird[0, 1, 2, 1, 0]/flier[0, 0, 2, 2, 2]/skier[2, 2, 2, 2, 2]"
juice,7,"about[0, 0, 0, 1, 0]/feued[0, 1, 1, 1, 0]/quern[0, 2, 1, 0, 0]/dudes[0, 2, 0, 1, 0]/pumie[0, 2, 0, 1, 2]/guile[0, 2, 2, 0, 2]/juice[2, 2, 2, 2, 2]"
surly,5,"crane[0, 1, 0, 0, 0]/ritzy[1, 0, 0, 0, 2]/dowry[0, 0, 0, 1, 2]/murly[0, 2, 2, 2, 2]/surly[2, 2, 2, 2, 2]"
rhino,4,"about[0, 0, 1, 0, 0]/mochi[0, 1, 0, 1, 1]/hippo[1, 1, 0, 0, 2]/rhino[2, 2, 2, 2, 2]"
whose,3,"adieu[0, 0, 0, 1, 0]/chewy[0, 2, 1, 1, 0]/whose[2, 2, 2, 2, 2]"
coyly,3,"adieu[0, 0, 0, 0, 0]/coffs[2, 2, 0, 0, 0]/coyly[2, 2, 2, 2, 2]"
doing,4,"anime[0, 1, 2, 0, 0]/ching[0, 0, 2, 2, 2]/boing[0, 2, 2, 2, 2]/doing[2, 2, 2, 2, 2]"
tense,6,"anime[0, 1, 0, 0, 2]/ronne[0, 0, 2, 1, 2]/pence[0, 2, 2, 0, 2]/venue[0, 2, 2, 0, 2]/sense[1, 2, 2, 2, 2]/tense[2, 2, 2, 2, 2]"
cheap,4,"prowl[1, 0, 0, 0, 0]/hyped[1, 0, 1, 1, 0]/ephah[1, 1, 1, 2, 1]/cheap[2, 2, 2, 2, 2]"
harpy,5,"arise[1, 1, 0, 0, 0]/rural[1, 0, 2, 1, 0]/carom[0, 2, 2, 0, 0]/tarka[0, 2, 2, 0, 1]/harpy[2, 2, 2, 2, 2]"
rumor,4,"tears[0, 0, 0, 1, 0]/curch[0, 2, 1, 0, 0]/ruddy[2, 2, 0, 0, 0]/rumor[2, 2, 2, 2, 2]"
puppy,6,"later[0, 0, 0, 0, 0]/binky[0, 0, 0, 0, 2]/puggy[2, 2, 0, 0, 2]/pushy[2, 2, 0, 0, 2]/puffy[2, 2, 0, 0, 2]/puppy[2, 2, 2, 2, 2]"
blend,4,"slate[0, 2, 0, 0, 1]/gluey[0, 2, 0, 1, 0]/cleik[0, 2, 2, 0, 0]/blend[2, 2, 2, 2, 2]"
semen,5,"salet[2, 0, 0, 2, 0]/sorer[2, 0, 0, 2, 0]/spied[2, 0, 0, 2, 0]/semee[2, 2, 2, 2, 1]/semen[2, 2, 2, 2, 2]"
refer,6,"snare[0, 0, 0, 1, 1]/mover[0, 0, 0, 2, 2]/trier[0, 1, 0, 2, 2]/flyer[1, 0, 0, 2, 2]/defer[0, 2, 2, 2, 2]/refer[2, 2, 2, 2, 2]"
paste,6,"snare[1, 0, 1, 0, 2]/taste[1, 2, 2, 2, 2]/baste[0, 2, 2, 2, 2]/waste[0, 2, 2, 2, 2]/haste[0, 2, 2, 2, 2]/paste[2, 2, 2, 2, 2]"
derby,4,"about[0, 1, 0, 0, 0]/beers[1, 2, 1, 1, 0]/rebbe[1, 2, 1, 2, 1]/derby[2, 2, 2, 2, 2]"
squad,5,"crane[0, 0, 1, 0, 0]/baboo[0, 1, 0, 0, 0]/sigla[2, 0, 0, 0, 1]/squat[2, 2, 2, 2, 0]/squad[2, 2, 2, 2, 2]"
mangy,8,"tears[0, 0, 1, 0, 0]/album[1, 0, 0, 0, 1]/hammy[0, 2, 1, 1, 2]/makaf[2, 2, 0, 1, 0]/manic[2, 2, 2, 0, 0]/manna[2, 2, 2, 1, 1]/mango[2, 2, 2, 2, 0]/mangy[2, 2, 2, 2, 2]"
fizzy,6,"reast[0, 0, 0, 0, 0]/dhoni[0, 0, 0, 0, 1]/vigil[0, 2, 0, 1, 0]/jimmy[0, 2, 0, 0, 2]/piccy[0, 2, 0, 0, 2]/fizzy[2, 2, 2, 2, 2]"
slope,5,"adieu[0, 0, 0, 1, 0]/meynt[0, 1, 0, 0, 0]/horse[0, 1, 0, 1, 2]/scope[2, 0, 2, 2, 2]/slope[2, 2, 2, 2, 2]"
bring,4,"about[0, 1, 0, 0, 0]/feebs[0, 0, 0, 1, 0]/billy[2, 1, 0, 0, 0]/bring[2, 2, 2, 2, 2]"
lucid,4,"sauce[0, 0, 1, 1, 0]/clout[1, 1, 0, 1, 0]/lucky[2, 2, 2, 0, 0]/lucid[2, 2, 2, 2, 2]"
ovate,5,"later[0, 1, 1, 1, 0]/texta[1, 1, 0, 2, 1]/abate[1, 0, 2, 2, 2]/skate[0, 0, 2, 2, 2]/ovate[2, 2, 2, 2, 2]"
